hd,Name,Object,Info,Price,img,Skymap,wikipedia
227704,227704,star,,100,,yes,
227708,227708,star,,100,,yes,
227828,227828,star,,100,,yes,
227959,227959,star,,100,,yes,
228038,228038,star,,100,,yes,
228063,228063,star,,100,,yes,
228101,228101,star,,100,,yes,
228114,228114,star,,100,,yes,
228132,228132,star,,100,,yes,
228155,228155,star,,100,,yes,
228182,228182,star,,100,,yes,
228277,228277,star,,100,,yes,
228286,228286,star,,100,,yes,
228298,228298,star,,100,,yes,
228379,228379,star,,100,,yes,
228391,228391,star,,100,,yes,
228446,228446,star,,100,,yes,
228506,228506,star,,100,,yes,
228545,228545,star,,100,,yes,
228658,228658,star,,100,,yes,
228710,228710,star,,100,,yes,
228778,228778,star,,100,,yes,
228832,228832,star,,100,,yes,
228834,228834,star,,100,,yes,
228852,228852,star,,100,,yes,
228854,228854,star,,100,,yes,
228911,228911,star,,100,,yes,
228960,228960,star,,100,,yes,
229015,229015,star,,100,,yes,
229087,229087,star,,100,,yes,
229088,229088,star,,100,,yes,
229196,229196,star,,100,,yes,
229227,229227,star,,100,,yes,
229230,229230,star,,100,,yes,
229239,229239,star,,100,,yes,
229244,229244,star,,100,,yes,
229274,229274,star,,100,,yes,
229296,229296,star,,100,,yes,
229301,229301,star,,100,,yes,
229326,229326,star,,100,,yes,
229355,229355,star,,100,,yes,
229357,229357,star,,100,,yes,
229358,229358,star,,100,,yes,
229365,229365,star,,100,,yes,
229393,229393,star,,100,,yes,
229414,229414,star,,100,,yes,
229436,229436,star,,100,,yes,
229445,229445,star,,100,,yes,
229500,229500,star,,100,,yes,
229590,229590,star,,100,,yes,
229594,229594,star,,100,,yes,
229618,229618,star,,100,,yes,
229629,229629,star,,100,,yes,
229631,229631,star,,100,,yes,
229635,229635,star,,100,,yes,
229663,229663,star,,100,,yes,
229678,229678,star,,100,,yes,
229680,229680,star,,100,,yes,
229700,229700,star,,100,,yes,
229710,229710,star,,100,,yes,
229741,229741,star,,100,,yes,
229752,229752,star,,100,,yes,
229753,229753,star,,100,,yes,
229793,229793,star,,100,,yes,
229830,229830,star,,100,,yes,
229882,229882,star,,100,,yes,
229919,229919,star,,100,,yes,
229942,229942,star,,100,,yes,
229970,229970,star,,100,,yes,
230002,230002,star,,100,,yes,
230010,230010,star,,100,,yes,
230017,230017,star,,100,,yes,
230043,230043,star,,100,,yes,
230093,230093,star,,100,,yes,
230207,230207,star,,100,,yes,
230275,230275,star,,100,,yes,
230297,230297,star,,100,,yes,
230309,230309,star,,100,,yes,
230332,230332,star,,100,,yes,
230376,230376,star,,100,,yes,
230409,230409,star,,100,,yes,
230414,230414,star,,100,,yes,
230428,230428,star,,100,,yes,
230559,230559,star,,100,,yes,
230585,230585,star,,100,,yes,
230659,230659,star,,100,,yes,
230705,230705,star,,100,,yes,
230711,230711,star,,100,,yes,
230853,230853,star,,100,,yes,
230855,230855,star,,100,,yes,
230885,230885,star,,100,,yes,
230982,230982,star,,100,,yes,
230987,230987,star,,100,,yes,
230993,230993,star,,100,,yes,
230999,230999,star,,100,,yes,
231007,231007,star,,100,,yes,
231014,231014,star,,100,,yes,
231109,231109,star,,100,,yes,
231116,231116,star,,100,,yes,
231121,231121,star,,100,,yes,
231142,231142,star,,100,,yes,
231157,231157,star,,100,,yes,
231187,231187,star,,100,,yes,
231195,231195,star,,100,,yes,
231197,231197,star,,100,,yes,
231206,231206,star,,100,,yes,
231241,231241,star,,100,,yes,
231247,231247,star,,100,,yes,
231269,231269,star,,100,,yes,
231285,231285,star,,100,,yes,
231294,231294,star,,100,,yes,
231357,231357,star,,100,,yes,
231370,231370,star,,100,,yes,
231373,231373,star,,100,,yes,
231391,231391,star,,100,,yes,
231416,231416,star,,100,,yes,
231422,231422,star,,100,,yes,
231440,231440,star,,100,,yes,
231448,231448,star,,100,,yes,
231460,231460,star,,100,,yes,
231490,231490,star,,100,,yes,
231510,231510,star,,100,,yes,
231512,231512,star,,100,,yes,
231554,231554,star,,100,,yes,
231582,231582,star,,100,,yes,
231606,231606,star,,100,,yes,
231621,231621,star,,100,,yes,
231638,231638,star,,100,,yes,
231640,231640,star,,100,,yes,
231683,231683,star,,100,,yes,
231692,231692,star,,100,,yes,
231701,231701,star,,100,,yes,
231708,231708,star,,100,,yes,
231747,231747,star,,100,,yes,
231799,231799,star,,100,,yes,
231812,231812,star,,100,,yes,
231825,231825,star,,100,,yes,
231848,231848,star,,100,,yes,
231873,231873,star,,100,,yes,
231944,231944,star,,100,,yes,
232002,232002,star,,100,,yes,
232078,232078,star,,100,,yes,
232118,232118,star,,100,,yes,
232119,232119,star,,100,,yes,
232120,232120,star,,100,,yes,
232121,232121,star,,100,,yes,
232122,232122,star,,100,,yes,
232123,232123,star,,100,,yes,
232126,232126,star,,100,,yes,
232130,232130,star,,100,,yes,
232137,232137,star,,100,,yes,
232138,232138,star,,100,,yes,
232148,232148,star,,100,,yes,
232155,232155,star,,100,,yes,
232156,232156,star,,100,,yes,
232158,232158,star,,100,,yes,
232161,232161,star,,100,,yes,
232168,232168,star,,100,,yes,
232171,232171,star,,100,,yes,
232172,232172,star,,100,,yes,
232174,232174,star,,100,,yes,
232178,232178,star,,100,,yes,
232183,232183,star,,100,,yes,
232190,232190,star,,100,,yes,
232191,232191,star,,100,,yes,
232199,232199,star,,100,,yes,
232206,232206,star,,100,,yes,
232210,232210,star,,100,,yes,
232214,232214,star,,100,,yes,
232215,232215,star,,100,,yes,
232219,232219,star,,100,,yes,
232247,232247,star,,100,,yes,
232249,232249,star,,100,,yes,
232252,232252,star,,100,,yes,
232254,232254,star,,100,,yes,
232259,232259,star,,100,,yes,
232263,232263,star,,100,,yes,
232273,232273,star,,100,,yes,
232274,232274,star,,100,,yes,
232278,232278,star,,100,,yes,
232279,232279,star,,100,,yes,
232285,232285,star,,100,,yes,
232289,232289,star,,100,,yes,
232291,232291,star,,100,,yes,
232292,232292,star,,100,,yes,
232296,232296,star,,100,,yes,
232301,232301,star,,100,,yes,
232302,232302,star,,100,,yes,
232306,232306,star,,100,,yes,
232310,232310,star,,100,,yes,
232316,232316,star,,100,,yes,
232329,232329,star,,100,,yes,
232335,232335,star,,100,,yes,
232341,232341,star,,100,,yes,
232343,232343,star,,100,,yes,
232344,232344,star,,100,,yes,
232347,232347,star,,100,,yes,
232350,232350,star,,100,,yes,
232351,232351,star,,100,,yes,
232357,232357,star,,100,,yes,
232358,232358,star,,100,,yes,
232361,232361,star,,100,,yes,
232362,232362,star,,100,,yes,
232364,232364,star,,100,,yes,
232373,232373,star,,100,,yes,
232374,232374,star,,100,,yes,
232380,232380,star,,100,,yes,
232383,232383,star,,100,,yes,
232397,232397,star,,100,,yes,
232407,232407,star,,100,,yes,
232412,232412,star,,100,,yes,
232413,232413,star,,100,,yes,
232419,232419,star,,100,,yes,
232426,232426,star,,100,,yes,
232435,232435,star,,100,,yes,
232440,232440,star,,100,,yes,
232451,232451,star,,100,,yes,
232452,232452,star,,100,,yes,
232459,232459,star,,100,,yes,
232462,232462,star,,100,,yes,
232473,232473,star,,100,,yes,
232475,232475,star,,100,,yes,
232485,232485,star,,100,,yes,
232486,232486,star,,100,,yes,
232489,232489,star,,100,,yes,
232497,232497,star,,100,,yes,
232506,232506,star,,100,,yes,
232509,232509,star,,100,,yes,
232522,232522,star,,100,,yes,
232524,232524,star,,100,,yes,
232525,232525,star,,100,,yes,
232528,232528,star,,100,,yes,
232531,232531,star,,100,,yes,
232532,232532,star,,100,,yes,
232533,232533,star,,100,,yes,
232537,232537,star,,100,,yes,
232538,232538,star,,100,,yes,
232541,232541,star,,100,,yes,
232552,232552,star,,100,,yes,
232563,232563,star,,100,,yes,
232569,232569,star,,100,,yes,
232570,232570,star,,100,,yes,
232596,232596,star,,100,,yes,
232603,232603,star,,100,,yes,
232604,232604,star,,100,,yes,
232605,232605,star,,100,,yes,
232624,232624,star,,100,,yes,
232627,232627,star,,100,,yes,
232651,232651,star,,100,,yes,
232657,232657,star,,100,,yes,
232668,232668,star,,100,,yes,
232673,232673,star,,100,,yes,
232674,232674,star,,100,,yes,
232677,232677,star,,100,,yes,
232678,232678,star,,100,,yes,
232681,232681,star,,100,,yes,
232683,232683,star,,100,,yes,
232685,232685,star,,100,,yes,
232687,232687,star,,100,,yes,
232695,232695,star,,100,,yes,
232702,232702,star,,100,,yes,
232703,232703,star,,100,,yes,
232711,232711,star,,100,,yes,
232712,232712,star,,100,,yes,
232716,232716,star,,100,,yes,
232722,232722,star,,100,,yes,
232723,232723,star,,100,,yes,
232725,232725,star,,100,,yes,
232727,232727,star,,100,,yes,
232733,232733,star,,100,,yes,
232734,232734,star,,100,,yes,
232737,232737,star,,100,,yes,
232741,232741,star,,100,,yes,
232743,232743,star,,100,,yes,
232747,232747,star,,100,,yes,
232761,232761,star,,100,,yes,
232762,232762,star,,100,,yes,
232768,232768,star,,100,,yes,
232778,232778,star,,100,,yes,
232780,232780,star,,100,,yes,
232781,232781,star,,100,,yes,
232784,232784,star,,100,,yes,
232787,232787,star,,100,,yes,
232789,232789,star,,100,,yes,
232793,232793,star,,100,,yes,
232798,232798,star,,100,,yes,
232804,232804,star,,100,,yes,
232807,232807,star,,100,,yes,
232813,232813,star,,100,,yes,
232814,232814,star,,100,,yes,
232816,232816,star,,100,,yes,
232819,232819,star,,100,,yes,
232821,232821,star,,100,,yes,
232822,232822,star,,100,,yes,
232827,232827,star,,100,,yes,
232828,232828,star,,100,,yes,
232829,232829,star,,100,,yes,
232834,232834,star,,100,,yes,
232838,232838,star,,100,,yes,
232841,232841,star,,100,,yes,
232844,232844,star,,100,,yes,
232854,232854,star,,100,,yes,
232856,232856,star,,100,,yes,
232858,232858,star,,100,,yes,
232864,232864,star,,100,,yes,
232866,232866,star,,100,,yes,
232871,232871,star,,100,,yes,
232874,232874,star,,100,,yes,
232880,232880,star,,100,,yes,
232881,232881,star,,100,,yes,
232901,232901,star,,100,,yes,
232902,232902,star,,100,,yes,
232903,232903,star,,100,,yes,
232908,232908,star,,100,,yes,
232916,232916,star,,100,,yes,
232923,232923,star,,100,,yes,
232929,232929,star,,100,,yes,
232931,232931,star,,100,,yes,
232933,232933,star,,100,,yes,
232936,232936,star,,100,,yes,
232939,232939,star,,100,,yes,
232945,232945,star,,100,,yes,
232946,232946,star,,100,,yes,
232948,232948,star,,100,,yes,
232951,232951,star,,100,,yes,
232954,232954,star,,100,,yes,
232962,232962,star,,100,,yes,
232966,232966,star,,100,,yes,
232968,232968,star,,100,,yes,
232971,232971,star,,100,,yes,
232977,232977,star,,100,,yes,
232979,232979,star,,100,,yes,
232987,232987,star,,100,,yes,
232996,232996,star,,100,,yes,
232997,232997,star,,100,,yes,
233006,233006,star,,100,,yes,
233008,233008,star,,100,,yes,
233010,233010,star,,100,,yes,
233030,233030,star,,100,,yes,
233035,233035,star,,100,,yes,
233042,233042,star,,100,,yes,
233050,233050,star,,100,,yes,
233053,233053,star,,100,,yes,
233074,233074,star,,100,,yes,
233077,233077,star,,100,,yes,
233081,233081,star,,100,,yes,
233087,233087,star,,100,,yes,
233091,233091,star,,100,,yes,
233095,233095,star,,100,,yes,
233101,233101,star,,100,,yes,
233114,233114,star,,100,,yes,
233129,233129,star,,100,,yes,
233153,233153,star,,100,,yes,
233157,233157,star,,100,,yes,
233165,233165,star,,100,,yes,
233179,233179,star,,100,,yes,
233190,233190,star,,100,,yes,
233201,233201,star,,100,,yes,
233205,233205,star,,100,,yes,
233207,233207,star,,100,,yes,
233225,233225,star,,100,,yes,
233230,233230,star,,100,,yes,
233232,233232,star,,100,,yes,
233234,233234,star,,100,,yes,
233252,233252,star,,100,,yes,
233273,233273,star,,100,,yes,
233277,233277,star,,100,,yes,
233281,233281,star,,100,,yes,
233299,233299,star,,100,,yes,
233305,233305,star,,100,,yes,
233310,233310,star,,100,,yes,
233312,233312,star,,100,,yes,
233332,233332,star,,100,,yes,
233335,233335,star,,100,,yes,
233338,233338,star,,100,,yes,
233345,233345,star,,100,,yes,
233348,233348,star,,100,,yes,
233365,233365,star,,100,,yes,
233367,233367,star,,100,,yes,
233371,233371,star,,100,,yes,
233373,233373,star,,100,,yes,
233376,233376,star,,100,,yes,
233377,233377,star,,100,,yes,
233383,233383,star,,100,,yes,
233389,233389,star,,100,,yes,
233392,233392,star,,100,,yes,
233393,233393,star,,100,,yes,
233397,233397,star,,100,,yes,
233404,233404,star,,100,,yes,
233411,233411,star,,100,,yes,
233415,233415,star,,100,,yes,
233416,233416,star,,100,,yes,
233422,233422,star,,100,,yes,
233430,233430,star,,100,,yes,
233437,233437,star,,100,,yes,
233440,233440,star,,100,,yes,
233442,233442,star,,100,,yes,
233453,233453,star,,100,,yes,
233454,233454,star,,100,,yes,
233458,233458,star,,100,,yes,
233461,233461,star,,100,,yes,
233468,233468,star,,100,,yes,
233469,233469,star,,100,,yes,
233474,233474,star,,100,,yes,
233484,233484,star,,100,,yes,
233489,233489,star,,100,,yes,
233490,233490,star,,100,,yes,
233500,233500,star,,100,,yes,
233511,233511,star,,100,,yes,
233519,233519,star,,100,,yes,
233531,233531,star,,100,,yes,
233546,233546,star,,100,,yes,
233553,233553,star,,100,,yes,
233562,233562,star,,100,,yes,
233563,233563,star,,100,,yes,
233564,233564,star,,100,,yes,
233565,233565,star,,100,,yes,
233566,233566,star,,100,,yes,
233568,233568,star,,100,,yes,
233569,233569,star,,100,,yes,
233571,233571,star,,100,,yes,
233575,233575,star,,100,,yes,
233577,233577,star,,100,,yes,
233582,233582,star,,100,,yes,
233591,233591,star,,100,,yes,
233594,233594,star,,100,,yes,
233599,233599,star,,100,,yes,
233605,233605,star,,100,,yes,
233608,233608,star,,100,,yes,
233609,233609,star,,100,,yes,
233613,233613,star,,100,,yes,
233620,233620,star,,100,,yes,
233622,233622,star,,100,,yes,
233637,233637,star,,100,,yes,
233640,233640,star,,100,,yes,
233641,233641,star,,100,,yes,
233645,233645,star,,100,,yes,
233650,233650,star,,100,,yes,
233654,233654,star,,100,,yes,
233658,233658,star,,100,,yes,
233659,233659,star,,100,,yes,
233661,233661,star,,100,,yes,
233666,233666,star,,100,,yes,
233683,233683,star,,100,,yes,
233694,233694,star,,100,,yes,
233700,233700,star,,100,,yes,
233702,233702,star,,100,,yes,
233710,233710,star,,100,,yes,
233717,233717,star,,100,,yes,
233719,233719,star,,100,,yes,
233721,233721,star,,100,,yes,
233725,233725,star,,100,,yes,
233726,233726,star,,100,,yes,
233728,233728,star,,100,,yes,
233732,233732,star,,100,,yes,
233733,233733,star,,100,,yes,
233735,233735,star,,100,,yes,
233744,233744,star,,100,,yes,
233745,233745,star,,100,,yes,
233750,233750,star,,100,,yes,
233752,233752,star,,100,,yes,
233753,233753,star,,100,,yes,
233755,233755,star,,100,,yes,
233756,233756,star,,100,,yes,
233759,233759,star,,100,,yes,
233760,233760,star,,100,,yes,
233762,233762,star,,100,,yes,
233763,233763,star,,100,,yes,
233769,233769,star,,100,,yes,
233774,233774,star,,100,,yes,
233782,233782,star,,100,,yes,
233783,233783,star,,100,,yes,
233788,233788,star,,100,,yes,
233791,233791,star,,100,,yes,
233794,233794,star,,100,,yes,
233799,233799,star,,100,,yes,
233802,233802,star,,100,,yes,
233803,233803,star,,100,,yes,
233812,233812,star,,100,,yes,
233819,233819,star,,100,,yes,
233821,233821,star,,100,,yes,
233826,233826,star,,100,,yes,
233827,233827,star,,100,,yes,
233828,233828,star,,100,,yes,
233831,233831,star,,100,,yes,
233832,233832,star,,100,,yes,
233833,233833,star,,100,,yes,
233837,233837,star,,100,,yes,
233838,233838,star,,100,,yes,
233839,233839,star,,100,,yes,
233841,233841,star,,100,,yes,
233842,233842,star,,100,,yes,
233844,233844,star,,100,,yes,
233852,233852,star,,100,,yes,
233853,233853,star,,100,,yes,
233855,233855,star,,100,,yes,
233864,233864,star,,100,,yes,
233865,233865,star,,100,,yes,
233870,233870,star,,100,,yes,
233874,233874,star,,100,,yes,
233875,233875,star,,100,,yes,
233877,233877,star,,100,,yes,
233882,233882,star,,100,,yes,
233885,233885,star,,100,,yes,
233887,233887,star,,100,,yes,
233888,233888,star,,100,,yes,
233891,233891,star,,100,,yes,
233898,233898,star,,100,,yes,
233899,233899,star,,100,,yes,
233901,233901,star,,100,,yes,
233903,233903,star,,100,,yes,
233906,233906,star,,100,,yes,
233908,233908,star,,100,,yes,
233911,233911,star,,100,,yes,
233912,233912,star,,100,,yes,
233916,233916,star,,100,,yes,
233921,233921,star,,100,,yes,
233922,233922,star,,100,,yes,
233923,233923,star,,100,,yes,
233925,233925,star,,100,,yes,
233927,233927,star,,100,,yes,
233930,233930,star,,100,,yes,
233931,233931,star,,100,,yes,
233932,233932,star,,100,,yes,
233940,233940,star,,100,,yes,
233949,233949,star,,100,,yes,
233950,233950,star,,100,,yes,
233951,233951,star,,100,,yes,
233953,233953,star,,100,,yes,
233954,233954,star,,100,,yes,
233959,233959,star,,100,,yes,
233963,233963,star,,100,,yes,
233965,233965,star,,100,,yes,
233967,233967,star,,100,,yes,
233968,233968,star,,100,,yes,
233972,233972,star,,100,,yes,
233976,233976,star,,100,,yes,
233977,233977,star,,100,,yes,
233978,233978,star,,100,,yes,
233981,233981,star,,100,,yes,
233984,233984,star,,100,,yes,
233986,233986,star,,100,,yes,
233989,233989,star,,100,,yes,
233990,233990,star,,100,,yes,
233995,233995,star,,100,,yes,
233999,233999,star,,100,,yes,
234001,234001,star,,100,,yes,
234002,234002,star,,100,,yes,
234004,234004,star,,100,,yes,
234005,234005,star,,100,,yes,
234006,234006,star,,100,,yes,
234007,234007,star,,100,,yes,
234022,234022,star,,100,,yes,
234023,234023,star,,100,,yes,
234024,234024,star,,100,,yes,
234025,234025,star,,100,,yes,
234026,234026,star,,100,,yes,
234027,234027,star,,100,,yes,
234035,234035,star,,100,,yes,
234036,234036,star,,100,,yes,
234041,234041,star,,100,,yes,
234043,234043,star,,100,,yes,
234045,234045,star,,100,,yes,
234047,234047,star,,100,,yes,
234053,234053,star,,100,,yes,
234060,234060,star,,100,,yes,
234062,234062,star,,100,,yes,
234066,234066,star,,100,,yes,
234067,234067,star,,100,,yes,
234071,234071,star,,100,,yes,
234074,234074,star,,100,,yes,
234075,234075,star,,100,,yes,
234076,234076,star,,100,,yes,
234078,234078,star,,100,,yes,
234079,234079,star,,100,,yes,
234082,234082,star,,100,,yes,
234083,234083,star,,100,,yes,
234086,234086,star,,100,,yes,
234088,234088,star,,100,,yes,
234091,234091,star,,100,,yes,
234092,234092,star,,100,,yes,
234093,234093,star,,100,,yes,
234096,234096,star,,100,,yes,
234101,234101,star,,100,,yes,
234102,234102,star,,100,,yes,
234104,234104,star,,100,,yes,
234105,234105,star,,100,,yes,
234106,234106,star,,100,,yes,
234110,234110,star,,100,,yes,
234114,234114,star,,100,,yes,
234126,234126,star,,100,,yes,
234129,234129,star,,100,,yes,
234132,234132,star,,100,,yes,
234138,234138,star,,100,,yes,
234150,234150,star,,100,,yes,
234157,234157,star,,100,,yes,
234162,234162,star,,100,,yes,
234163,234163,star,,100,,yes,
234164,234164,star,,100,,yes,
234167,234167,star,,100,,yes,
234168,234168,star,,100,,yes,
234182,234182,star,,100,,yes,
234195,234195,star,,100,,yes,
234200,234200,star,,100,,yes,
234201,234201,star,,100,,yes,
234202,234202,star,,100,,yes,
234206,234206,star,,100,,yes,
234207,234207,star,,100,,yes,
234213,234213,star,,100,,yes,
234217,234217,star,,100,,yes,
234218,234218,star,,100,,yes,
234220,234220,star,,100,,yes,
234224,234224,star,,100,,yes,
234227,234227,star,,100,,yes,
234238,234238,star,,100,,yes,
234241,234241,star,,100,,yes,
234242,234242,star,,100,,yes,
234243,234243,star,,100,,yes,
234244,234244,star,,100,,yes,
234253,234253,star,,100,,yes,
234257,234257,star,,100,,yes,
234263,234263,star,,100,,yes,
234267,234267,star,,100,,yes,
234276,234276,star,,100,,yes,
234277,234277,star,,100,,yes,
234294,234294,star,,100,,yes,
234295,234295,star,,100,,yes,
234296,234296,star,,100,,yes,
234308,234308,star,,100,,yes,
234314,234314,star,,100,,yes,
234324,234324,star,,100,,yes,
234327,234327,star,,100,,yes,
234334,234334,star,,100,,yes,
234337,234337,star,,100,,yes,
234340,234340,star,,100,,yes,
234341,234341,star,,100,,yes,
234342,234342,star,,100,,yes,
234344,234344,star,,100,,yes,
234347,234347,star,,100,,yes,
234356,234356,star,,100,,yes,
234358,234358,star,,100,,yes,
234362,234362,star,,100,,yes,
234366,234366,star,,100,,yes,
234369,234369,star,,100,,yes,
234372,234372,star,,100,,yes,
234376,234376,star,,100,,yes,
234381,234381,star,,100,,yes,
234382,234382,star,,100,,yes,
234383,234383,star,,100,,yes,
234384,234384,star,,100,,yes,
234386,234386,star,,100,,yes,
234387,234387,star,,100,,yes,
234392,234392,star,,100,,yes,
234393,234393,star,,100,,yes,
234395,234395,star,,100,,yes,
234400,234400,star,,100,,yes,
234403,234403,star,,100,,yes,
234413,234413,star,,100,,yes,
234441,234441,star,,100,,yes,
234447,234447,star,,100,,yes,
234450,234450,star,,100,,yes,
234462,234462,star,,100,,yes,
234464,234464,star,,100,,yes,
234465,234465,star,,100,,yes,
234469,234469,star,,100,,yes,
234475,234475,star,,100,,yes,
234481,234481,star,,100,,yes,
234491,234491,star,,100,,yes,
234512,234512,star,,100,,yes,
234513,234513,star,,100,,yes,
234514,234514,star,,100,,yes,
234516,234516,star,,100,,yes,
234522,234522,star,,100,,yes,
234530,234530,star,,100,,yes,
234536,234536,star,,100,,yes,
234539,234539,star,,100,,yes,
234542,234542,star,,100,,yes,
234545,234545,star,,100,,yes,
234546,234546,star,,100,,yes,
234548,234548,star,,100,,yes,
234552,234552,star,,100,,yes,
234555,234555,star,,100,,yes,
234557,234557,star,,100,,yes,
234558,234558,star,,100,,yes,
234561,234561,star,,100,,yes,
234567,234567,star,,100,,yes,
234575,234575,star,,100,,yes,
234576,234576,star,,100,,yes,
234582,234582,star,,100,,yes,
234586,234586,star,,100,,yes,
234613,234613,star,,100,,yes,
234623,234623,star,,100,,yes,
234646,234646,star,,100,,yes,
234650,234650,star,,100,,yes,
234656,234656,star,,100,,yes,
234659,234659,star,,100,,yes,
234660,234660,star,,100,,yes,
234663,234663,star,,100,,yes,
234668,234668,star,,100,,yes,
234673,234673,star,,100,,yes,
234677,234677,star,,100,,yes,
234679,234679,star,,100,,yes,
234680,234680,star,,100,,yes,
234682,234682,star,,100,,yes,
234687,234687,star,,100,,yes,
234689,234689,star,,100,,yes,
234700,234700,star,,100,,yes,
234705,234705,star,,100,,yes,
234712,234712,star,,100,,yes,
234720,234720,star,,100,,yes,
234723,234723,star,,100,,yes,
234725,234725,star,,100,,yes,
234727,234727,star,,100,,yes,
234730,234730,star,,100,,yes,
234731,234731,star,,100,,yes,
234734,234734,star,,100,,yes,
234735,234735,star,,100,,yes,
234740,234740,star,,100,,yes,
234743,234743,star,,100,,yes,
234760,234760,star,,100,,yes,
234765,234765,star,,100,,yes,
234771,234771,star,,100,,yes,
234773,234773,star,,100,,yes,
234776,234776,star,,100,,yes,
234786,234786,star,,100,,yes,
234787,234787,star,,100,,yes,
234789,234789,star,,100,,yes,
234799,234799,star,,100,,yes,
234806,234806,star,,100,,yes,
234810,234810,star,,100,,yes,
234812,234812,star,,100,,yes,
234826,234826,star,,100,,yes,
234828,234828,star,,100,,yes,
234831,234831,star,,100,,yes,
234835,234835,star,,100,,yes,
234842,234842,star,,100,,yes,
234843,234843,star,,100,,yes,
234850,234850,star,,100,,yes,
234852,234852,star,,100,,yes,
234858,234858,star,,100,,yes,
234864,234864,star,,100,,yes,
234867,234867,star,,100,,yes,
234884,234884,star,,100,,yes,
234888,234888,star,,100,,yes,
234892,234892,star,,100,,yes,
234896,234896,star,,100,,yes,
234934,234934,star,,100,,yes,
234937,234937,star,,100,,yes,
234941,234941,star,,100,,yes,
234942,234942,star,,100,,yes,
234955,234955,star,,100,,yes,
234962,234962,star,,100,,yes,
234963,234963,star,,100,,yes,
234964,234964,star,,100,,yes,
234992,234992,star,,100,,yes,
234993,234993,star,,100,,yes,
234998,234998,star,,100,,yes,
235012,235012,star,,100,,yes,
235044,235044,star,,100,,yes,
235060,235060,star,,100,,yes,
235066,235066,star,,100,,yes,
235069,235069,star,,100,,yes,
235072,235072,star,,100,,yes,
235077,235077,star,,100,,yes,
235083,235083,star,,100,,yes,
235088,235088,star,,100,,yes,
235106,235106,star,,100,,yes,
235121,235121,star,,100,,yes,
235122,235122,star,,100,,yes,
235135,235135,star,,100,,yes,
235169,235169,star,,100,,yes,
235171,235171,star,,100,,yes,
235197,235197,star,,100,,yes,
235199,235199,star,,100,,yes,
235207,235207,star,,100,,yes,
235212,235212,star,,100,,yes,
235239,235239,star,,100,,yes,
235241,235241,star,,100,,yes,
235242,235242,star,,100,,yes,
235246,235246,star,,100,,yes,
235253,235253,star,,100,,yes,
235258,235258,star,,100,,yes,
235259,235259,star,,100,,yes,
235264,235264,star,,100,,yes,
235271,235271,star,,100,,yes,
235286,235286,star,,100,,yes,
235290,235290,star,,100,,yes,
235298,235298,star,,100,,yes,
235300,235300,star,,100,,yes,
235301,235301,star,,100,,yes,
235316,235316,star,,100,,yes,
235317,235317,star,,100,,yes,
235319,235319,star,,100,,yes,
235324,235324,star,,100,,yes,
235330,235330,star,,100,,yes,
235333,235333,star,,100,,yes,
235347,235347,star,,100,,yes,
235350,235350,star,,100,,yes,
235355,235355,star,,100,,yes,
235363,235363,star,,100,,yes,
235371,235371,star,,100,,yes,
235372,235372,star,,100,,yes,
235374,235374,star,,100,,yes,
235379,235379,star,,100,,yes,
235389,235389,star,,100,,yes,
235394,235394,star,,100,,yes,
235397,235397,star,,100,,yes,
235399,235399,star,,100,,yes,
235405,235405,star,,100,,yes,
235412,235412,star,,100,,yes,
235420,235420,star,,100,,yes,
235423,235423,star,,100,,yes,
235425,235425,star,,100,,yes,
235426,235426,star,,100,,yes,
235443,235443,star,,100,,yes,
235444,235444,star,,100,,yes,
235451,235451,star,,100,,yes,
235463,235463,star,,100,,yes,
235465,235465,star,,100,,yes,
235471,235471,star,,100,,yes,
235473,235473,star,,100,,yes,
235477,235477,star,,100,,yes,
235480,235480,star,,100,,yes,
235502,235502,star,,100,,yes,
235507,235507,star,,100,,yes,
235509,235509,star,,100,,yes,
235517,235517,star,,100,,yes,
235518,235518,star,,100,,yes,
235523,235523,star,,100,,yes,
235531,235531,star,,100,,yes,
235538,235538,star,,100,,yes,
235539,235539,star,,100,,yes,
235541,235541,star,,100,,yes,
235542,235542,star,,100,,yes,
235543,235543,star,,100,,yes,
235544,235544,star,,100,,yes,
235548,235548,star,,100,,yes,
235549,235549,star,,100,,yes,
235553,235553,star,,100,,yes,
235555,235555,star,,100,,yes,
235556,235556,star,,100,,yes,
235560,235560,star,,100,,yes,
235569,235569,star,,100,,yes,
235574,235574,star,,100,,yes,
235578,235578,star,,100,,yes,
235580,235580,star,,100,,yes,
235581,235581,star,,100,,yes,
235583,235583,star,,100,,yes,
235586,235586,star,,100,,yes,
235590,235590,star,,100,,yes,
235598,235598,star,,100,,yes,
235602,235602,star,,100,,yes,
235608,235608,star,,100,,yes,
235613,235613,star,,100,,yes,
235618,235618,star,,100,,yes,
235621,235621,star,,100,,yes,
235626,235626,star,,100,,yes,
235630,235630,star,,100,,yes,
235631,235631,star,,100,,yes,
235635,235635,star,,100,,yes,
235637,235637,star,,100,,yes,
235643,235643,star,,100,,yes,
235645,235645,star,,100,,yes,
235648,235648,star,,100,,yes,
235661,235661,star,,100,,yes,
235662,235662,star,,100,,yes,
235668,235668,star,,100,,yes,
235672,235672,star,,100,,yes,
235674,235674,star,,100,,yes,
235679,235679,star,,100,,yes,
235680,235680,star,,100,,yes,
235704,235704,star,,100,,yes,
235722,235722,star,,100,,yes,
